,dteday,holiday,weekday,weathersit,temp,hum,windspeed,cnt,season
338,2011-12-05,0,Monday,2,15.819153,82.70830000000001,4.1679561000000005,3811,fall
339,2011-12-06,0,Tuesday,3,18.962500000000002,94.9583,15.583061,2594,fall
340,2011-12-07,0,Wednesday,3,16.81,97.04169999999999,17.833725,705,fall
341,2011-12-08,0,Thursday,1,10.899153,57.99999999999999,16.083886,3322,fall
342,2011-12-09,0,Friday,1,11.924153,69.58330000000001,5.5420189,3620,fall
343,2011-12-10,0,Saturday,1,11.275,50.74999999999999,15.625807,3190,fall
344,2011-12-11,0,Sunday,1,9.054153,49.0,4.458293899999999,2743,fall
345,2011-12-12,0,Monday,1,9.771652999999999,67.08330000000001,4.251150000000001,3310,fall
346,2011-12-13,0,Tuesday,1,11.5825,59.0,9.41685,3523,fall
347,2011-12-14,0,Wednesday,2,13.0175,66.375,4.0842061,3740,fall
348,2011-12-15,0,Thursday,2,17.322499999999998,63.416700000000006,17.958814,3709,fall
349,2011-12-16,0,Friday,2,15.375,50.0417,17.458525,3577,fall
350,2011-12-17,0,Saturday,2,10.591652999999999,56.0833,16.292189,2739,fall
351,2011-12-18,0,Sunday,1,9.771652999999999,58.62500000000001,11.375193000000001,2431,fall
352,2011-12-19,0,Monday,1,11.343347,63.74999999999999,11.584031999999999,3403,fall
353,2011-12-20,0,Tuesday,2,15.819153,59.5417,4.1252436,3750,fall
354,2011-12-21,0,Wednesday,2,17.561653,85.83330000000001,14.8338,2660,winter
355,2011-12-22,0,Thursday,2,17.356653,75.75,3.1674249999999997,3068,winter
356,2011-12-23,0,Friday,1,15.306653,68.625,18.374482,2209,winter
357,2011-12-24,0,Saturday,1,12.4025,54.25,12.750368,1011,winter
358,2011-12-25,0,Sunday,1,11.266103,68.13040000000001,10.391097,754,winter
359,2011-12-26,1,Monday,1,13.191299,50.6957,16.044155,1317,winter
360,2011-12-27,0,Tuesday,2,13.325000000000001,76.25,12.62615,1162,winter
361,2011-12-28,0,Wednesday,1,12.264330000000001,50.39130000000001,19.695386999999997,2302,winter
362,2011-12-29,0,Thursday,1,10.181653,57.4167,8.000604000000001,2423,winter
363,2011-12-30,0,Friday,1,12.778347000000002,63.6667,9.000579,2999,winter
364,2011-12-31,0,Saturday,1,16.81,61.583299999999994,14.750318,2485,winter
365,2012-01-01,0,Sunday,1,15.17,69.25,12.875189,2294,winter
366,2012-01-02,1,Monday,1,11.194763,38.130399999999995,22.087555,1951,winter
367,2012-01-03,0,Tuesday,1,6.1499999999999995,44.125,24.499957000000002,2236,winter
368,2012-01-04,0,Wednesday,2,4.4075,41.4583,12.3749,2368,winter
369,2012-01-05,0,Thursday,1,10.899153,52.416700000000006,8.709128999999999,3272,winter
370,2012-01-06,0,Friday,1,13.700847,54.2083,11.249836,4098,winter
371,2012-01-07,0,Saturday,1,16.126653,53.1667,11.708786,4521,winter
372,2012-01-08,0,Sunday,1,13.8375,46.5,12.833314,3425,winter
373,2012-01-09,0,Monday,2,9.190847,70.1667,6.6263000000000005,2376,winter
374,2012-01-10,0,Tuesday,1,12.656536000000001,64.65220000000001,12.565984,3598,winter
375,2012-01-11,0,Wednesday,2,11.240847,84.75,8.791807,2177,winter
376,2012-01-12,0,Thursday,2,15.682500000000001,80.2917,12.124789,4097,winter
377,2012-01-13,0,Friday,1,11.240847,50.74999999999999,25.333236,3214,winter
378,2012-01-14,0,Saturday,1,7.38,45.75,12.541260999999999,2493,winter
379,2012-01-15,0,Sunday,1,6.833347000000001,41.9167,16.834286,2311,winter
380,2012-01-16,1,Monday,1,7.79,52.25,15.500986000000001,2298,winter
381,2012-01-17,0,Tuesday,2,15.294763,71.6087,23.39171,2935,winter
382,2012-01-18,0,Wednesday,1,12.436653000000002,44.333299999999994,27.833743,3376,winter
383,2012-01-19,0,Thursday,1,7.79,49.75,14.750586,3292,winter
384,2012-01-20,0,Friday,2,8.9175,45.0,13.58425,3163,winter
385,2012-01-21,0,Saturday,2,7.106653,83.125,14.917014,1301,winter
386,2012-01-22,0,Sunday,2,6.6625000000000005,79.625,13.375746000000001,1977,winter
387,2012-01-23,0,Monday,2,8.951653,91.125,7.417436,2432,winter
388,2012-01-24,0,Tuesday,1,14.0425,83.58330000000001,8.292389,4339,winter
389,2012-01-25,0,Wednesday,1,12.060847,64.375,10.791756999999999,4270,winter
390,2012-01-26,0,Thursday,2,14.008347,76.95830000000001,4.9175186,4075,winter
391,2012-01-27,0,Friday,2,17.425,74.125,22.958689,3456,winter
392,2012-01-28,0,Saturday,1,12.949152999999999,54.333299999999994,14.125542999999999,4023,winter
393,2012-01-29,0,Sunday,1,11.5825,31.125000000000004,16.08335,3243,winter
394,2012-01-30,0,Monday,1,11.035847,40.0833,14.458064,3624,winter
395,2012-01-31,0,Tuesday,1,15.99,41.6667,17.541739,4509,winter
396,2012-02-01,0,Wednesday,1,19.235847,50.79169999999999,12.667489000000002,4579,winter
397,2012-02-02,0,Thursday,2,16.365847,67.29169999999999,12.541528999999999,3761,winter
398,2012-02-03,0,Friday,1,12.846652999999998,52.6667,11.959232,4151,winter
399,2012-02-04,0,Saturday,2,10.830846999999999,77.95830000000001,8.167032,2832,winter
400,2012-02-05,0,Sunday,2,10.899153,68.7917,11.791732000000001,2947,winter
401,2012-02-06,0,Monday,1,11.586969,62.2174,10.304599999999999,3784,winter
402,2012-02-07,0,Tuesday,1,14.520847,49.625,9.874393000000001,4375,winter
403,2012-02-08,0,Wednesday,2,10.523347,72.2917,8.959307,2802,winter
404,2012-02-09,0,Thursday,1,10.865,56.2083,13.000478999999999,3830,winter
405,2012-02-10,0,Friday,2,11.514153,54.0,7.834243000000001,3831,winter
406,2012-02-11,0,Saturday,3,9.190847,73.125,19.416332,2169,winter
407,2012-02-12,0,Sunday,1,5.2275,46.4583,27.417204,1529,winter
408,2012-02-13,0,Monday,1,9.1225,41.125,11.207961,3422,winter
409,2012-02-14,0,Tuesday,2,13.085847,50.875,9.458993,3922,winter
410,2012-02-15,0,Wednesday,1,14.281653,53.125,12.167200000000001,4169,winter
411,2012-02-16,0,Thursday,2,12.983346999999998,75.29169999999999,6.125475000000001,3005,winter
412,2012-02-17,0,Friday,1,14.076653,63.4583,13.791682,4154,winter
413,2012-02-18,0,Saturday,1,14.213347,53.4583,12.792243,4318,winter
414,2012-02-19,0,Sunday,2,11.48,51.5833,16.958504,2689,winter
415,2012-02-20,1,Monday,1,11.48,50.7826,15.348561,3129,winter
416,2012-02-21,0,Tuesday,1,11.800866000000001,59.434799999999996,13.783039,3777,winter
417,2012-02-22,0,Wednesday,1,16.229153,56.7917,15.709557,4773,winter
418,2012-02-23,0,Thursday,1,18.620846999999998,55.45830000000001,12.791171,5062,winter
419,2012-02-24,0,Friday,2,16.7075,73.75,15.916989,3487,winter
420,2012-02-25,0,Saturday,1,11.924153,39.5833,28.250014,2732,winter
421,2012-02-26,0,Sunday,1,11.445847,41.0,13.750342999999999,3389,winter
422,2012-02-27,0,Monday,1,15.033347000000001,49.0833,17.958211000000002,4322,winter
423,2012-02-28,0,Tuesday,1,14.725847,39.5833,12.958939,4363,winter
424,2012-02-29,0,Wednesday,2,14.118267999999999,80.4783,12.000839,1834,winter
425,2012-03-01,0,Thursday,1,19.919153,61.5417,15.208129,4990,winter
426,2012-03-02,0,Friday,2,14.486653,65.7083,9.708568,3194,winter
427,2012-03-03,0,Saturday,2,16.980847,62.125,10.792293,4066,winter
428,2012-03-04,0,Sunday,1,13.359153,40.3333,22.416257,3423,winter
429,2012-03-05,0,Monday,1,9.976652999999999,50.625,15.333486,3333,winter
430,2012-03-06,0,Tuesday,1,10.591652999999999,45.6667,13.458625,3956,winter
431,2012-03-07,0,Wednesday,1,16.570847,51.3333,23.167193,4916,winter
432,2012-03-08,0,Thursday,1,21.627499999999998,56.75,29.584721,5382,winter
433,2012-03-09,0,Friday,2,16.844153,40.708299999999994,27.7916,4569,winter
434,2012-03-10,0,Saturday,1,11.7875,35.0417,15.125250000000001,4118,winter
435,2012-03-11,0,Sunday,1,14.831299,47.6957,14.913329000000001,4911,winter
436,2012-03-12,0,Monday,1,19.133347,48.9167,13.916771,5298,winter
437,2012-03-13,0,Tuesday,1,23.165,61.75000000000001,15.87565,5847,winter
438,2012-03-14,0,Wednesday,1,23.4725,50.708299999999994,7.709154,6312,winter
439,2012-03-15,0,Thursday,1,22.857499999999998,57.958299999999994,10.042161,6192,winter
440,2012-03-16,0,Friday,2,17.869153,84.20830000000001,7.583864,4378,winter
441,2012-03-17,0,Saturday,2,21.080847000000002,75.5833,7.417168,7836,winter
442,2012-03-18,0,Sunday,2,19.3725,81.0,8.501161,5892,winter
443,2012-03-19,0,Monday,1,22.345000000000002,72.875,10.875238999999999,6153,winter
444,2012-03-20,0,Tuesday,1,22.994153,80.7917,8.125157,6093,winter
445,2012-03-21,0,Wednesday,2,21.798347,82.125,6.000406099999999,6230,spring
446,2012-03-22,0,Thursday,1,22.720847,83.125,7.876654,6871,spring
447,2012-03-23,0,Friday,2,24.668346999999997,69.41669999999999,7.7921000000000005,8362,spring
448,2012-03-24,0,Saturday,2,20.6025,88.5417,12.916461,3372,spring
449,2012-03-25,0,Sunday,2,17.9375,88.0833,14.791924999999999,4996,spring
450,2012-03-26,0,Monday,1,18.279153,47.7917,25.917007,5558,spring
451,2012-03-27,0,Tuesday,1,13.256653,28.999999999999996,12.541864,5102,spring
452,2012-03-28,0,Wednesday,1,19.850847,48.125,19.541957,5698,spring
453,2012-03-29,0,Thursday,1,20.260847000000002,43.9167,21.41655,6133,spring
454,2012-03-30,0,Friday,2,15.17,58.0833,9.250489,5459,spring
455,2012-03-31,0,Saturday,2,17.390847,73.83330000000001,16.791338999999997,6235,spring
456,2012-04-01,0,Sunday,2,17.459153,67.625,11.541889,6041,spring
457,2012-04-02,0,Monday,1,17.790433,50.4348,20.913313,5936,spring
458,2012-04-03,0,Tuesday,1,19.133347,39.6667,6.708911,6772,spring
459,2012-04-04,0,Wednesday,1,22.208347,46.958299999999994,12.125325,6436,spring
460,2012-04-05,0,Thursday,1,17.835,37.416700000000006,14.708443,6457,spring
461,2012-04-06,0,Friday,1,16.536653,37.7083,20.125996,6460,spring
462,2012-04-07,0,Saturday,1,17.9375,25.4167,18.416356999999998,6857,spring
463,2012-04-08,0,Sunday,1,20.5,27.5833,15.583931999999999,5169,spring
464,2012-04-09,0,Monday,1,20.055847,31.75,23.999132,5585,spring
465,2012-04-10,0,Tuesday,1,18.313347,43.5,16.708125000000003,5918,spring
466,2012-04-11,0,Wednesday,1,14.296536,46.9565,19.783358,4862,spring
467,2012-04-12,0,Thursday,1,16.2975,46.625,19.458743,5409,spring
468,2012-04-13,0,Friday,1,18.142500000000002,40.8333,10.416557,6398,spring
469,2012-04-14,0,Saturday,1,20.294999999999998,50.29169999999999,12.791439,7460,spring
470,2012-04-15,0,Sunday,1,24.873347,50.79169999999999,15.083643,7132,spring
471,2012-04-16,1,Monday,1,27.230846999999997,56.166700000000006,19.083543,6370,spring
472,2012-04-17,0,Tuesday,1,24.941653000000002,39.0417,18.333143,6691,spring
473,2012-04-18,0,Wednesday,2,18.996653,56.9167,11.250104,4367,spring
474,2012-04-19,0,Thursday,1,20.431653,61.25000000000001,4.417256399999999,6565,spring
475,2012-04-20,0,Friday,1,21.593347,69.4583,10.041357,7290,spring
476,2012-04-21,0,Saturday,1,23.369999999999997,68.2917,19.000328999999997,6624,spring
477,2012-04-22,0,Sunday,3,16.263347,83.54169999999999,23.084582,1027,spring
478,2012-04-23,0,Monday,2,13.188346999999998,76.66669999999999,20.334232,3214,spring
479,2012-04-24,0,Tuesday,1,16.946653,45.4167,16.708661,5633,spring
480,2012-04-25,0,Wednesday,1,19.543347,42.7917,7.959064,6196,spring
481,2012-04-26,0,Thursday,2,20.431653,75.66669999999999,11.833875,5026,spring
482,2012-04-27,0,Friday,1,18.7575,40.0833,23.291411,6233,spring
483,2012-04-28,0,Saturday,2,15.443347,48.9583,8.708325,4220,spring
484,2012-04-29,0,Sunday,1,18.791653,58.7083,7.8328359999999995,6304,spring
485,2012-04-30,0,Monday,2,19.030847,56.99999999999999,11.499746,5572,spring
486,2012-05-01,0,Tuesday,2,25.146653,65.95830000000001,10.458432,5740,spring
487,2012-05-02,0,Wednesday,1,23.130847,79.7083,9.249885999999998,6169,spring
488,2012-05-03,0,Thursday,2,22.96,76.83330000000001,8.957632,6421,spring
489,2012-05-04,0,Friday,1,25.7275,73.54169999999999,10.916846,6296,spring
490,2012-05-05,0,Saturday,2,25.488346999999997,75.66669999999999,10.250464,6883,spring
491,2012-05-06,0,Sunday,2,23.0625,74.0,10.041893,6359,spring
492,2012-05-07,0,Monday,2,22.037499999999998,66.41669999999999,15.458307000000001,6273,spring
493,2012-05-08,0,Tuesday,2,23.848347,68.58330000000001,19.833942999999998,5728,spring
494,2012-05-09,0,Wednesday,2,23.575,74.4167,14.499604,4717,spring
495,2012-05-10,0,Thursday,1,20.739152999999998,55.2083,21.042220999999998,6572,spring
496,2012-05-11,0,Friday,1,21.866653,36.0417,15.874779,7030,spring
497,2012-05-12,0,Saturday,1,23.130847,48.0417,8.249911,7429,spring
498,2012-05-13,0,Sunday,1,25.1125,57.62500000000001,15.082839,6118,spring
499,2012-05-14,0,Monday,2,23.506653,78.95830000000001,14.250364,2843,spring
500,2012-05-15,0,Tuesday,2,25.078346999999997,79.45830000000001,9.875264,5115,spring
501,2012-05-16,0,Wednesday,1,26.103347,69.7917,8.208304,7424,spring
502,2012-05-17,0,Thursday,1,24.326653,52.0,15.374825000000001,7384,spring
503,2012-05-18,0,Friday,1,23.130847,52.33330000000001,9.166739,7639,spring
504,2012-05-19,0,Saturday,1,24.599999999999998,45.625,5.626325,8294,spring
505,2012-05-20,0,Sunday,1,25.454152999999998,53.041700000000006,17.042589,7129,spring
506,2012-05-21,0,Monday,2,24.531653,81.125,15.624668,4359,spring
507,2012-05-22,0,Tuesday,2,25.215,76.5833,7.917189,6073,spring
508,2012-05-23,0,Wednesday,2,25.488346999999997,77.45830000000001,6.834,5260,spring
509,2012-05-24,0,Thursday,1,26.855,71.6667,11.584031999999999,6770,spring
510,2012-05-25,0,Friday,1,27.880000000000003,74.70830000000001,9.41685,6734,spring
511,2012-05-26,0,Saturday,1,28.392500000000002,73.25,13.332464,6536,spring
512,2012-05-27,0,Sunday,1,28.29,69.7083,14.416457,6591,spring
513,2012-05-28,1,Monday,1,29.212500000000002,67.625,13.166907,6043,spring
514,2012-05-29,0,Tuesday,1,29.622500000000002,68.45830000000001,19.7918,5743,spring
515,2012-05-30,0,Wednesday,2,26.923347,67.0,9.000043,6855,spring
516,2012-05-31,0,Thursday,1,27.880000000000003,49.2917,13.083693,7338,spring
517,2012-06-01,0,Friday,2,26.820847,75.5417,15.916720999999999,4127,spring
518,2012-06-02,0,Saturday,1,23.916653,54.9167,12.499654,8120,spring
519,2012-06-03,0,Sunday,1,24.7025,49.3333,12.333829,7641,spring
520,2012-06-04,0,Monday,1,24.497500000000002,48.7083,19.083811,6998,spring
521,2012-06-05,0,Tuesday,2,22.174153,61.3333,14.041525,7001,spring
522,2012-06-06,0,Wednesday,1,22.720847,61.12499999999999,5.167375,7055,spring
523,2012-06-07,0,Thursday,1,24.7025,56.7083,10.542449999999999,7494,spring
524,2012-06-08,0,Friday,1,26.615847000000002,46.791700000000006,11.750661000000001,7736,spring
525,2012-06-09,0,Saturday,1,29.144153000000003,43.7083,9.667229,7498,spring
526,2012-06-10,0,Sunday,1,29.793346999999997,53.833299999999994,8.959307,6598,spring
527,2012-06-11,0,Monday,2,29.554153,58.791700000000006,13.916771,6664,spring
528,2012-06-12,0,Tuesday,2,26.786653,83.3333,14.374581999999998,4972,spring
529,2012-06-13,0,Wednesday,1,26.889153,58.2083,22.999693,7421,spring
530,2012-06-14,0,Thursday,1,26.581653000000003,56.958299999999994,17.000111,7363,spring
531,2012-06-15,0,Friday,1,26.205847000000002,58.958299999999994,11.833339,7665,spring
532,2012-06-16,0,Saturday,1,25.898346999999998,50.416700000000006,11.166689,7702,spring
533,2012-06-17,0,Sunday,1,24.2925,59.875,9.708568,6978,spring
534,2012-06-18,0,Monday,2,23.301652999999998,77.79169999999999,11.707982000000001,5099,spring
535,2012-06-19,0,Tuesday,1,28.221653,69.0,9.917139,6825,spring
536,2012-06-20,0,Wednesday,1,32.082499999999996,59.2083,7.625404,6211,spring
537,2012-06-21,0,Thursday,1,33.039153,56.7917,7.958729,5905,summer
538,2012-06-22,0,Friday,1,31.877499999999998,57.375,12.250414000000001,5823,summer
539,2012-06-23,0,Saturday,1,29.998347,53.4583,12.041307,7458,summer
540,2012-06-24,0,Sunday,1,30.476653000000002,47.9167,9.750174999999999,6891,summer
541,2012-06-25,0,Monday,1,29.349153,50.416700000000006,20.125661,6779,summer
542,2012-06-26,0,Tuesday,1,25.864152999999998,37.3333,23.292014,7442,summer
543,2012-06-27,0,Wednesday,1,28.5975,36.0,18.208925,7335,summer
544,2012-06-28,0,Thursday,1,30.715847,42.25,11.50055,6879,summer
545,2012-06-29,0,Friday,1,34.200847,48.875,11.082939000000001,5463,summer
546,2012-06-30,0,Saturday,1,31.365000000000002,60.12499999999999,10.791756999999999,5687,summer
547,2012-07-01,0,Sunday,1,33.449153,51.87500000000001,11.291443000000001,5531,summer
548,2012-07-02,0,Monday,1,32.048347,44.7083,13.082889,6227,summer
549,2012-07-03,0,Tuesday,1,32.014153,49.2083,8.457878999999998,6660,summer
550,2012-07-04,1,Wednesday,1,32.355847,53.87499999999999,9.041649999999999,7403,summer
551,2012-07-05,0,Thursday,1,33.9275,45.7917,12.999943,6241,summer
552,2012-07-06,0,Friday,1,33.961653,45.0833,9.791514,6207,summer
553,2012-07-07,0,Saturday,1,35.328347,49.2083,10.958118,4840,summer
554,2012-07-08,0,Sunday,1,33.722500000000004,57.375,8.417143,4672,summer
555,2012-07-09,0,Monday,2,29.144153000000003,68.3333,12.125325,6569,summer
556,2012-07-10,0,Tuesday,2,29.554153,66.75,10.166379000000001,6290,summer
557,2012-07-11,0,Wednesday,1,29.383347,63.3333,10.166111,7264,summer
558,2012-07-12,0,Thursday,1,29.349153,52.9583,9.833924999999999,7446,summer
559,2012-07-13,0,Friday,2,29.998347,48.5833,5.41695,7499,summer
560,2012-07-14,0,Saturday,2,28.836653,69.91669999999999,9.626493,6969,summer
561,2012-07-15,0,Sunday,1,30.579152999999998,71.7917,11.166689,6031,summer
562,2012-07-16,0,Monday,1,31.296653000000003,64.5,11.000529,6830,summer
563,2012-07-17,0,Tuesday,1,33.551653,50.583299999999994,7.666743,6786,summer
564,2012-07-18,0,Wednesday,1,32.526652999999996,57.7083,9.208614,5713,summer
565,2012-07-19,0,Thursday,1,31.57,60.0417,11.083743,6591,summer
566,2012-07-20,0,Friday,2,27.299153,84.4167,14.000789000000001,5870,summer
567,2012-07-21,0,Saturday,3,24.429153,86.5417,14.2911,4459,summer
568,2012-07-22,0,Sunday,2,27.3675,76.25,6.2926936,7410,summer
569,2012-07-23,0,Monday,1,30.408347,69.41669999999999,9.291761,6966,summer
570,2012-07-24,0,Tuesday,1,30.784153,65.5,14.167418,7592,summer
571,2012-07-25,0,Wednesday,1,29.690847,45.0,11.0416,8173,summer
572,2012-07-26,0,Thursday,1,31.843347,59.66669999999999,19.082470999999998,6861,summer
573,2012-07-27,0,Friday,1,32.048347,59.458299999999994,10.250464,6904,summer
574,2012-07-28,0,Saturday,1,30.989152999999998,61.3333,10.542449999999999,6685,summer
575,2012-07-29,0,Sunday,1,29.588347,62.375,11.416532,6597,summer
576,2012-07-30,0,Monday,1,29.964153,66.875,10.292339,7105,summer
577,2012-07-31,0,Tuesday,1,29.246653,70.41669999999999,11.083475,7216,summer
578,2012-08-01,0,Wednesday,1,29.4175,67.75,9.458993,7580,summer
579,2012-08-02,0,Thursday,1,30.8525,65.95830000000001,8.666718,7261,summer
580,2012-08-03,0,Friday,2,31.399153,64.25,14.458064,7175,summer
581,2012-08-04,0,Saturday,1,32.526652999999996,61.3333,17.249686,6824,summer
582,2012-08-05,0,Sunday,1,31.535847,65.25,19.458206999999998,5464,summer
583,2012-08-06,0,Monday,2,30.8525,65.4167,8.666718,7013,summer
584,2012-08-07,0,Tuesday,2,30.169152999999998,70.375,7.8328359999999995,7273,summer
585,2012-08-08,0,Wednesday,2,30.75,67.29169999999999,7.4169,7534,summer
586,2012-08-09,0,Thursday,1,30.989152999999998,62.0417,10.458699999999999,7286,summer
587,2012-08-10,0,Friday,2,29.349153,71.58330000000001,16.000471,5786,summer
588,2012-08-11,0,Saturday,2,28.392500000000002,73.2917,13.834093,6299,summer
589,2012-08-12,0,Sunday,1,28.734153000000003,53.041700000000006,8.208304,6544,summer
590,2012-08-13,0,Monday,1,29.554153,54.541700000000006,9.126204,6883,summer
591,2012-08-14,0,Tuesday,1,29.793346999999997,68.6667,11.333586,6784,summer
592,2012-08-15,0,Wednesday,1,28.973347,61.9583,11.374657000000001,7347,summer
593,2012-08-16,0,Thursday,1,29.485847,51.916700000000006,9.500332,7605,summer
594,2012-08-17,0,Friday,1,29.656653,57.0833,15.500718,7148,summer
595,2012-08-18,0,Saturday,1,27.811653,60.3333,11.917089,7865,summer
596,2012-08-19,0,Sunday,2,26.069153,71.1667,5.79215,4549,summer
597,2012-08-20,0,Monday,2,26.069153,73.4167,8.708593,6530,summer
598,2012-08-21,0,Tuesday,1,26.615847000000002,67.375,4.8756436,7006,summer
599,2012-08-22,0,Wednesday,1,27.3675,67.7083,4.708981100000001,7375,summer
600,2012-08-23,0,Thursday,1,28.529153,63.5833,5.6679186,7765,summer
601,2012-08-24,0,Friday,2,28.802500000000002,61.5,4.8337686,7582,summer
602,2012-08-25,0,Saturday,2,27.128347,71.2917,16.375336,6053,summer
603,2012-08-26,0,Sunday,2,26.786653,84.5833,15.333486,5255,summer
604,2012-08-27,0,Monday,1,28.836653,73.04169999999999,8.625110999999999,6917,summer
605,2012-08-28,0,Tuesday,1,29.861653,62.0,12.791975,7040,summer
606,2012-08-29,0,Wednesday,1,28.085,55.2083,7.541653999999999,7697,summer
607,2012-08-30,0,Thursday,1,28.973347,59.0417,5.1668189,7713,summer
608,2012-08-31,0,Friday,1,31.330847000000002,58.75,11.291711,7350,summer
609,2012-09-01,0,Saturday,2,30.886653000000003,63.8333,7.5835289999999995,6140,summer
610,2012-09-02,0,Sunday,2,28.563347,81.5,4.2927436,5810,summer
611,2012-09-03,1,Monday,1,29.0075,79.0833,10.125107,6034,summer
612,2012-09-04,0,Tuesday,1,29.759152999999998,75.5,15.833507,6864,summer
613,2012-09-05,0,Wednesday,1,30.203346999999997,74.125,12.583136,7112,summer
614,2012-09-06,0,Thursday,2,28.563347,81.0417,9.542207,6203,summer
615,2012-09-07,0,Friday,1,28.836653,73.625,11.500282,7504,summer
616,2012-09-08,0,Saturday,2,27.025847,79.91669999999999,18.833968000000002,5976,summer
617,2012-09-09,0,Sunday,1,25.009999999999998,54.75,15.041232,8227,summer
618,2012-09-10,0,Monday,1,23.916653,50.375,17.333771000000002,7525,summer
619,2012-09-11,0,Tuesday,1,23.677500000000002,52.0,6.1676314,7767,summer
620,2012-09-12,0,Wednesday,1,24.565847,57.7083,8.833682,7870,summer
621,2012-09-13,0,Thursday,1,25.1125,63.708299999999994,5.5422936,7804,summer
622,2012-09-14,0,Friday,1,25.966653,67.25,6.9588209999999995,8009,summer
623,2012-09-15,0,Saturday,1,24.941653000000002,50.1667,16.583907,8714,summer
624,2012-09-16,0,Sunday,1,23.779999999999998,56.99999999999999,6.042281099999999,7333,summer
625,2012-09-17,0,Monday,2,23.814153,73.4583,10.166713999999999,6869,summer
626,2012-09-18,0,Tuesday,2,25.556653,87.25,23.958329,4073,summer
627,2012-09-19,0,Wednesday,1,22.6525,53.6667,14.416725,7591,summer
628,2012-09-20,0,Thursday,1,22.413347,61.8333,7.917189,7720,summer
629,2012-09-21,0,Friday,1,24.565847,66.875,10.333343000000001,8167,summer
630,2012-09-22,0,Saturday,1,26.650000000000002,64.6667,19.000061,8395,summer
631,2012-09-23,0,Sunday,1,21.695847,46.7083,14.958286000000001,7907,fall
632,2012-09-24,0,Monday,1,21.080847000000002,49.2917,9.541068000000001,7436,fall
633,2012-09-25,0,Tuesday,1,22.55,56.99999999999999,15.833507,7538,fall
634,2012-09-26,0,Wednesday,1,26.035,63.083299999999994,16.3748,7733,fall
635,2012-09-27,0,Thursday,2,26.650000000000002,69.08330000000001,9.000914,7393,fall
636,2012-09-28,0,Friday,2,25.385847000000002,69.0,10.999993,7415,fall
637,2012-09-29,0,Saturday,1,22.2425,54.2917,15.249468,8555,fall
638,2012-09-30,0,Sunday,1,21.593347,58.3333,9.042186,6889,fall
639,2012-10-01,0,Monday,2,21.354153,64.9167,6.0838814,6778,fall
640,2012-10-02,0,Tuesday,3,24.224153,87.16669999999999,6.9998249999999995,4639,fall
641,2012-10-03,0,Wednesday,2,26.9575,79.375,4.4585686,7572,fall
642,2012-10-04,0,Thursday,2,26.9575,72.2917,7.875582,7328,fall
643,2012-10-05,0,Friday,1,25.215,62.74999999999999,7.12545,8156,fall
644,2012-10-06,0,Saturday,1,22.720847,66.41669999999999,17.957675000000002,7965,fall
645,2012-10-07,0,Sunday,2,17.049153,70.8333,9.457854000000001,3510,fall
646,2012-10-08,1,Monday,2,15.716652999999999,70.9583,12.708492999999999,5478,fall
647,2012-10-09,0,Tuesday,2,18.313347,76.16669999999999,12.7501,6392,fall
648,2012-10-10,0,Wednesday,1,21.080847000000002,63.083299999999994,12.584007,7691,fall
649,2012-10-11,0,Thursday,1,17.835,46.3333,12.166932000000001,7570,fall
650,2012-10-12,0,Friday,1,17.9375,53.91669999999999,15.751164,7282,fall
651,2012-10-13,0,Saturday,1,16.126653,49.4583,9.791514,7109,fall
652,2012-10-14,0,Sunday,1,21.388347,64.0417,18.667004000000002,6639,fall
653,2012-10-15,0,Monday,2,23.028347,70.75,19.834478999999998,5875,fall
654,2012-10-16,0,Tuesday,1,19.201653,55.833299999999994,12.208807,7534,fall
655,2012-10-17,0,Wednesday,1,18.689153,69.2917,6.791857,7461,fall
656,2012-10-18,0,Thursday,2,21.4225,72.8333,15.874779,7509,fall
657,2012-10-19,0,Friday,2,23.096653,81.5,9.041917999999999,5424,fall
658,2012-10-20,0,Saturday,1,19.850847,57.2917,7.874979,8090,fall
659,2012-10-21,0,Sunday,1,19.030847,51.0,11.125618000000001,6824,fall
660,2012-10-22,0,Monday,1,19.9875,56.833299999999994,5.4593811,7058,fall
661,2012-10-23,0,Tuesday,1,22.310847,64.16669999999999,6.3345686,7466,fall
662,2012-10-24,0,Wednesday,1,24.087500000000002,63.625,4.8762064,7693,fall
663,2012-10-25,0,Thursday,2,22.55,80.0417,8.333125,7359,fall
664,2012-10-26,0,Friday,2,22.379153000000002,80.7083,8.875289,7444,fall
665,2012-10-27,0,Saturday,2,21.73,72.0,15.791364000000002,7852,fall
666,2012-10-28,0,Sunday,2,19.5775,69.4583,26.666535999999997,4459,fall
667,2012-10-29,0,Monday,3,18.04,88.0,23.9994,22,fall
668,2012-10-30,0,Tuesday,2,13.045462,82.5455,14.271603,1096,fall
669,2012-10-31,0,Wednesday,2,14.657499999999999,66.6667,11.166689,5566,fall
670,2012-11-01,0,Thursday,2,14.999153000000002,58.166700000000006,10.542182,5986,fall
671,2012-11-02,0,Friday,1,14.555,52.208299999999994,17.833725,5847,fall
672,2012-11-03,0,Saturday,2,14.076653,49.125,18.125443,5138,fall
673,2012-11-04,0,Sunday,1,13.359153,53.2917,12.000236,5107,fall
674,2012-11-05,0,Monday,1,13.085847,49.416700000000006,15.833775000000001,5259,fall
675,2012-11-06,0,Tuesday,1,11.514153,56.7083,11.625371,5686,fall
